,reviews,Sentiments
10559,"Good great quality vegetables recieved 
Happy to order ",1
10560,well packed and freshly delivered..very nice service..,1
10561,good service everything was satisfactory recommended,1
10562,Fresh and good product. Fast delivery and free gift.,1
10563,"these were the conditions of your ""fresh"" cauliflower .Very bad quality and gone bad.",-1
10564,Fresh and good quality.but kiwi 2 boxes is missing and delivery guy take full amount.,1
10565,Awesome item. fast shipping 👍 timely delivered...,1
10566,Awesome item. fast shipping 👍 timely delivered...,1
10567,Awesome 👍😎 fast shipping 👍 timely delivered....,1
10568,amazing quality as always delivered on time 10/10!,1
10569,so clean n fresh.cauliflower  thanks daraz for such good quality at very low price.,1
10570,Fresh and Good quality procduct.100% Recommended,1
10571,Good quality vegetables as per the expectations.,1
10572,very nice product good quality vegetables fresh.,1
10573,FRESH PRODUCT RECEIVED THANKS DARAZ RECOMANDED.,1
10574,Reasonably priced and fresh fruits and veggies.,0
10575,I received 3 tiny cauliflower in 1 kg. The usable part will be less than 1/2 kg.,0
10576,This is alsorotten and spoiled. worse quality pleasedo not buy from this seller,-1
10577,Zabardast..... Totally fresh and recommended ,1
10578,Fresh and good quality delivered in well manner packing even with lower price.,1
10579,really good,1
10580,professional packaging. Completely satisfied,1
10581,"fresh as always, well packed, quick delivery",1
10582,Band Gobhi was sent instead of Phool Gobhi,0
10583,Gobhi wasnt upto th mark as it was dry ,0
10584,good quality and fresh below market price .mpressed by seller and daraz,1
10585,A picture is worth a thousand words!,0
10586,they don't look very fresh but they are good according to the price ,1
10587,The cauliflowers were very fresh.,1
10588,Quality of the product is excellent. Very much satisfied with it.,1
10589,Very good fresh n nicely packed,1
10590,very fresh with no black spots,0
10591,high quality vegetables,0
10592,fair but not much fresh,0
10593,Fresh and well packed.,1
10594,Dfresh Ke Mene Order Kara Mera Bht Aacha Experience Raha Quality Bht Bhetiring Ke Sat Fresh Subzi Bheji Han..😀 Recommended...💯,0
10595,"Fresh and best!, 😍👍",1
10596,Looks fresh mostly. ,0
10597,it was my second order. Every vegetables were fresh. ,0
10598,Good and fresh.👍👍,1
10599,not up to standard,0
10600,Not fresh see pic,0
10601,Received fresh vegetables very next day. Thanks ,1
10602,Satisfied 👌🏻,1
10603,Good product ,1
10604,good service and timed delevry.fresh goods ,1
10605,only one flower in one kg? measurement ok?,1
10606,excellent. nothing short of expectation.,1
10607,Very poor quality and not fresh at all,-1
10608,Excellent service upto the mark ,1
10609,phool gobhi packing was best .  ,1
10610,quality veg highly recommended ,0
10611,Fresh and timely deliver....,0
10612,satisfied from product.,1
10613,Loveeee it so fresh!!,1
10614,very good quality 👍,1
10615,very bad quality,-1
10616,highly recommend,1
10617,Fresh as always,0
10618,Received fresh ,0
10619,Fresh product ,0
10620,was not fresh,0
10621,"Fresh!
Big!
Authentic!
Economical!

Amazing experienced to bought vegetables and fruits... loved the packaging and quality... price is always economical as compare market... vegetables and fruits were big... delivered on time, Highly recommended. Thanks to daraz and team for fast shipment :)",1
10622,fresh,0
10623,tasty n fresh,0
10624,"Wow! First of all thanks to daraz, In this current situation as well current weather Daraz did amazing job... salute delivery hero's :). All vegetables and fruits were fresh separetly packed as well plastic pack for rainy weather... price is economically as compare to local market and other competitors. Seller  so responsive, highly recommended. Thanks to daraz and team hero's for fast shipment :)",1
10625,"Amazing experienced again... bought variety of vegetable and fruits!
love the quality and quantity is great within this economical price... 100% authentic and fresh all of them. All were separetly packed and big size. Seller is so responsive, highly recommended. Thanks to daraz and team hero's for fast shipment :)",1
10626,"Amazing experienced to bought variety of vegetables and fruits... all of them were fresh and economical price as always. love the quality and quantity. Vegetables and fruits were 100% authentic. Seller is so responsive, they delivered with great packaging. Thanks to daraz and team ""heros"" for fast shipment :)",1
10627,"Excellent!
Fresh!
Big!
Safely Arrived!
Well Packed!
Fast Shipment!
Economical!

Thanks to daraz and team for making our life easier! :) stay blessed",1
10628,"Amazing experienced to bought variety of fruits and vegetables again and again... love the quality and quantity fully loaded and separetly packed. Fruits and vegetables were fresh and price is economical...  delivered on time with great packaging. Seller is so responsive, Highly recommended. Thanks to daraz and team ""heros"" for fast shipment! :)",1
10629,"very very much poor quality of Gobi sold as premium quality.
really disappointed with the quality of Gobi
",-1
10630,Zabardast. MashAllah very fresh and nicely packed in newspaper.  I could smell the freshness of the gobi. I was scared ordering vegetables online. After some thorough research i decided to try dfresh and i wasnt disappointed. I'm a happy customer now. Alhamdulillah.,1
10631,"I didn't receive cauliflower in my package but as soon as I sent message to the seller (D fresh) they immediately looked into the matter and sent me fresh cauliflower. Thanks.
Satisfied with the seller. ",1
10632,Receive garbage item missing item butt seller send me again same product we recommend this so recommend five star,1
10633,"I ordered spinich but i got lattice (salad leaves) I also
ordered chinese garlic but they have sent me desi
garlic . Could you advise me what shoud I do ?",0
10634,"this time I ordered the fruits and vegetables , they all were third clas.though it said k premium quality. still it was THIRD CLASS. not happy at all. ",-1
10635,"Phool gobi bhi bahut aala mayaar ki thi, & it was covered with a paper, a good effort by daraz. Thank you dfresh.",1
10636,Fresh vegetables received as always. Great service provided by daraz. Very satisfied with daraz store.,1
10637,Amazing experienced to bought variety of vegetables and fruits all of them fresh and economical price as always. well packed shipped on time. Fully satisfied Daraz dfresh👍,1
10638,"Cauliflowers were very fresh😋 and delivered on time. Packaging was also good😍. Excellent service,reasonable price and it saves my time😌. I will shop again😊.",1
10639,"Poor service. Happened second time that more than half of my ordered items were missing in the package. Lodged complaint to Daraz customer care but no resolution, even after a week.  Better buy from nearby shop to avoid this inconvenience. ",-1
10640,Awesome experience. I ordered for the first time and got very fresh vegetables and fruits with nice packing. The delivery was also quick. I will definitely order again,1
10641,"Almost 70% of my ordered Items were missing in the package. I immediately called the delivery guy, he told me to send missing items list through SMS and said that he will deliver the remaining items tomorrow but not received anything even after a week. Refund option is also not appearing for these products. A total mess, will not order again and recommend. ",0
